timestamp,src_ip,src_port,dest_ip,dest_port,protocol,action,bytes,duration,interface_in,interface_out,reason,bytes_in,bytes_out,dest,src,transport,dvc
2025-09-08T00:09:53-0400,10.10.20.18,57850,10.10.1.10,53,udp,allow,242,7.018577,inside,outside,Inbound access permitted,125,117,10.10.1.10,10.10.20.18,udp,CCS-FW01
2025-09-08T00:10:30-0400,10.10.10.24,58796,10.10.1.10,53,udp,allow,535,7.378494,inside,outside,Inbound access permitted,80,455,10.10.1.10,10.10.10.24,udp,CCS-FW01
2025-09-08T00:10:39-0400,10.10.10.104,57292,10.10.1.10,53,udp,allow,482,7.462085,inside,outside,Inbound access permitted,102,380,10.10.1.10,10.10.10.104,udp,CCS-FW01
2025-09-08T00:11:10-0400,10.10.10.184,59909,10.10.1.10,53,udp,allow,550,3.188431,inside,outside,Inbound access permitted,190,360,10.10.1.10,10.10.10.184,udp,CCS-FW01
2025-09-08T00:12:07-0400,10.10.10.16,59704,10.10.1.10,53,udp,allow,483,0.803869,inside,outside,Inbound access permitted,147,336,10.10.1.10,10.10.10.16,udp,CCS-FW01
2025-09-08T00:12:14-0400,10.10.3.33,57620,10.10.1.10,88,tcp,allow,1115,4.334922,inside,outside,Inbound access permitted,496,619,10.10.1.10,10.10.3.33,tcp,CCS-FW01
2025-09-08T00:12:22-0400,91.108.56.0,61667,10.10.10.101,23,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.10.101,91.108.56.0,tcp,CCS-FW01
2025-09-08T00:12:40-0400,10.10.10.127,51443,10.10.1.10,88,tcp,allow,1103,6.700398,inside,outside,Inbound access permitted,437,666,10.10.1.10,10.10.10.127,tcp,CCS-FW01
2025-09-08T00:12:41-0400,10.10.10.89,52795,10.10.1.10,88,tcp,allow,1052,2.746905,inside,outside,Inbound access permitted,337,715,10.10.1.10,10.10.10.89,tcp,CCS-FW01
2025-09-08T00:12:47-0400,162.158.0.0,21835,10.10.20.233,1433,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.233,162.158.0.0,tcp,CCS-FW01
2025-09-08T00:12:51-0400,10.10.10.136,62045,10.10.1.10,88,tcp,allow,909,2.859303,inside,outside,Inbound access permitted,305,604,10.10.1.10,10.10.10.136,tcp,CCS-FW01
2025-09-08T00:13:34-0400,10.10.3.36,54278,10.10.1.10,53,udp,allow,342,8.089029,inside,outside,Inbound access permitted,70,272,10.10.1.10,10.10.3.36,udp,CCS-FW01
2025-09-08T00:13:49-0400,10.10.10.85,52640,10.10.1.10,88,tcp,allow,1104,3.855417,inside,outside,Inbound access permitted,773,331,10.10.1.10,10.10.10.85,tcp,CCS-FW01
2025-09-08T00:13:57-0400,10.10.10.66,54334,10.10.1.10,88,tcp,allow,1406,6.895593,inside,outside,Inbound access permitted,661,745,10.10.1.10,10.10.10.66,tcp,CCS-FW01
2025-09-08T00:14:51-0400,10.10.20.51,61371,10.10.1.10,53,udp,allow,658,1.474031,inside,outside,Inbound access permitted,166,492,10.10.1.10,10.10.20.51,udp,CCS-FW01
2025-09-08T00:15:26-0400,10.10.10.164,50628,10.10.1.10,53,udp,allow,366,2.183399,inside,outside,Inbound access permitted,67,299,10.10.1.10,10.10.10.164,udp,CCS-FW01
2025-09-08T00:15:59-0400,10.10.10.169,61522,10.10.1.10,88,tcp,allow,1088,0.873115,inside,outside,Inbound access permitted,527,561,10.10.1.10,10.10.10.169,tcp,CCS-FW01
2025-09-08T00:16:20-0400,10.10.20.15,59402,10.10.1.10,88,tcp,allow,1188,2.160086,inside,outside,Inbound access permitted,560,628,10.10.1.10,10.10.20.15,tcp,CCS-FW01
2025-09-08T00:16:28-0400,45.142.212.100,56190,10.10.20.211,1433,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.211,45.142.212.100,tcp,CCS-FW01
2025-09-08T00:16:45-0400,172.70.0.0,49222,10.10.2.61,23,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.61,172.70.0.0,tcp,CCS-FW01
2025-09-08T00:17:14-0400,10.10.20.48,56130,10.10.1.10,88,tcp,allow,1467,0.542584,inside,outside,Inbound access permitted,738,729,10.10.1.10,10.10.20.48,tcp,CCS-FW01
2025-09-08T00:17:51-0400,172.70.0.0,41196,10.10.2.218,139,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.218,172.70.0.0,tcp,CCS-FW01
2025-09-08T00:17:53-0400,10.10.10.14,62345,10.10.1.10,53,udp,allow,288,5.028534,inside,outside,Inbound access permitted,119,169,10.10.1.10,10.10.10.14,udp,CCS-FW01
2025-09-08T00:18:34-0400,10.10.20.33,51513,10.10.1.10,53,udp,allow,348,1.456753,inside,outside,Inbound access permitted,193,155,10.10.1.10,10.10.20.33,udp,CCS-FW01
2025-09-08T00:19:03-0400,10.10.10.182,53570,10.10.1.10,53,udp,allow,296,2.465320,inside,outside,Inbound access permitted,191,105,10.10.1.10,10.10.10.182,udp,CCS-FW01
2025-09-08T00:19:17-0400,10.10.10.94,62174,10.10.1.10,53,udp,allow,290,4.755039,inside,outside,Inbound access permitted,120,170,10.10.1.10,10.10.10.94,udp,CCS-FW01
2025-09-08T00:19:30-0400,10.10.10.134,59897,10.10.1.10,53,udp,allow,473,8.534750,inside,outside,Inbound access permitted,76,397,10.10.1.10,10.10.10.134,udp,CCS-FW01
2025-09-08T00:19:31-0400,10.10.10.13,64843,10.10.1.10,53,udp,allow,384,3.253802,inside,outside,Inbound access permitted,82,302,10.10.1.10,10.10.10.13,udp,CCS-FW01
2025-09-08T00:19:56-0400,10.10.20.50,64997,10.10.1.10,88,tcp,allow,1430,9.761393,inside,outside,Inbound access permitted,750,680,10.10.1.10,10.10.20.50,tcp,CCS-FW01
2025-09-08T00:20:07-0400,10.10.20.39,60512,10.10.1.10,53,udp,allow,570,4.220234,inside,outside,Inbound access permitted,137,433,10.10.1.10,10.10.20.39,udp,CCS-FW01
2025-09-08T00:21:31-0400,103.21.244.0,2762,10.10.1.166,3389,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.1.166,103.21.244.0,tcp,CCS-FW01
2025-09-08T00:21:39-0400,10.10.10.168,56752,10.10.1.10,88,tcp,allow,794,9.035885,inside,outside,Inbound access permitted,475,319,10.10.1.10,10.10.10.168,tcp,CCS-FW01
2025-09-08T00:22:16-0400,10.10.10.157,53876,10.10.1.10,88,tcp,allow,1078,6.296621,inside,outside,Inbound access permitted,634,444,10.10.1.10,10.10.10.157,tcp,CCS-FW01
2025-09-08T00:22:49-0400,10.10.20.48,59722,10.10.1.10,53,udp,allow,494,3.400541,inside,outside,Inbound access permitted,129,365,10.10.1.10,10.10.20.48,udp,CCS-FW01
2025-09-08T00:23:49-0400,10.10.3.34,51784,10.10.1.10,53,udp,allow,564,6.093821,inside,outside,Inbound access permitted,174,390,10.10.1.10,10.10.3.34,udp,CCS-FW01
2025-09-08T00:23:54-0400,103.21.244.0,17496,10.10.2.68,139,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.68,103.21.244.0,tcp,CCS-FW01
2025-09-08T00:24:22-0400,10.10.20.19,61047,10.10.1.10,88,tcp,allow,1134,4.194337,inside,outside,Inbound access permitted,710,424,10.10.1.10,10.10.20.19,tcp,CCS-FW01
2025-09-08T00:24:33-0400,10.10.3.38,61585,10.10.1.10,53,udp,allow,312,5.230257,inside,outside,Inbound access permitted,147,165,10.10.1.10,10.10.3.38,udp,CCS-FW01
2025-09-08T00:26:17-0400,10.10.10.24,61758,10.10.1.10,88,tcp,allow,1050,3.891823,inside,outside,Inbound access permitted,320,730,10.10.1.10,10.10.10.24,tcp,CCS-FW01
2025-09-08T00:26:53-0400,10.10.10.134,60980,10.10.1.10,53,udp,allow,465,4.857621,inside,outside,Inbound access permitted,140,325,10.10.1.10,10.10.10.134,udp,CCS-FW01
2025-09-08T00:27:06-0400,103.21.244.0,52048,10.10.1.196,3389,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.1.196,103.21.244.0,tcp,CCS-FW01
2025-09-08T00:27:16-0400,10.10.20.18,64206,10.10.1.10,53,udp,allow,565,6.426331,inside,outside,Inbound access permitted,187,378,10.10.1.10,10.10.20.18,udp,CCS-FW01
2025-09-08T00:27:29-0400,10.10.20.25,65523,10.10.1.10,53,udp,allow,401,1.501886,inside,outside,Inbound access permitted,136,265,10.10.1.10,10.10.20.25,udp,CCS-FW01
2025-09-08T00:27:36-0400,10.10.20.41,51415,10.10.1.10,88,tcp,allow,1136,6.844762,inside,outside,Inbound access permitted,678,458,10.10.1.10,10.10.20.41,tcp,CCS-FW01
2025-09-08T00:27:41-0400,10.10.20.51,50815,10.10.1.10,53,udp,allow,394,8.246730,inside,outside,Inbound access permitted,95,299,10.10.1.10,10.10.20.51,udp,CCS-FW01
2025-09-08T00:28:20-0400,10.10.10.170,59892,10.10.1.10,53,udp,allow,466,1.912283,inside,outside,Inbound access permitted,90,376,10.10.1.10,10.10.10.170,udp,CCS-FW01
2025-09-08T00:28:30-0400,10.10.10.30,53421,10.10.1.10,53,udp,allow,477,5.746761,inside,outside,Inbound access permitted,108,369,10.10.1.10,10.10.10.30,udp,CCS-FW01
2025-09-08T00:28:48-0400,10.10.10.12,55729,10.10.1.10,88,tcp,allow,942,8.381134,inside,outside,Inbound access permitted,604,338,10.10.1.10,10.10.10.12,tcp,CCS-FW01
2025-09-08T00:29:23-0400,10.10.10.89,55167,10.10.1.10,53,udp,allow,462,1.543949,inside,outside,Inbound access permitted,80,382,10.10.1.10,10.10.10.89,udp,CCS-FW01
2025-09-08T00:29:31-0400,10.10.3.34,59740,10.10.1.10,53,udp,allow,458,8.045925,inside,outside,Inbound access permitted,130,328,10.10.1.10,10.10.3.34,udp,CCS-FW01
2025-09-08T00:30:05-0400,10.10.20.33,55775,10.10.1.10,88,tcp,allow,733,0.104652,inside,outside,Inbound access permitted,387,346,10.10.1.10,10.10.20.33,tcp,CCS-FW01
2025-09-08T00:30:07-0400,185.220.101.47,16933,10.10.20.84,135,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.84,185.220.101.47,tcp,CCS-FW01
2025-09-08T00:30:08-0400,10.10.10.162,59019,10.10.1.10,53,udp,allow,292,5.895480,inside,outside,Inbound access permitted,137,155,10.10.1.10,10.10.10.162,udp,CCS-FW01
2025-09-08T00:30:22-0400,10.10.10.139,51234,10.10.1.10,88,tcp,allow,1114,6.543457,inside,outside,Inbound access permitted,529,585,10.10.1.10,10.10.10.139,tcp,CCS-FW01
2025-09-08T00:30:47-0400,10.10.10.61,55770,10.10.1.10,88,tcp,allow,1393,8.895712,inside,outside,Inbound access permitted,774,619,10.10.1.10,10.10.10.61,tcp,CCS-FW01
2025-09-08T00:30:49-0400,10.10.10.182,52372,10.10.1.10,53,udp,allow,519,7.013130,inside,outside,Inbound access permitted,129,390,10.10.1.10,10.10.10.182,udp,CCS-FW01
2025-09-08T00:31:43-0400,10.10.10.121,49979,10.10.1.10,88,tcp,allow,1025,6.856489,inside,outside,Inbound access permitted,697,328,10.10.1.10,10.10.10.121,tcp,CCS-FW01
2025-09-08T00:32:17-0400,185.220.101.47,57962,10.10.10.160,3306,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.10.160,185.220.101.47,tcp,CCS-FW01
2025-09-08T00:33:31-0400,10.10.20.36,50911,10.10.1.10,53,udp,allow,434,0.380567,inside,outside,Inbound access permitted,56,378,10.10.1.10,10.10.20.36,udp,CCS-FW01
2025-09-08T00:34:38-0400,10.10.10.39,62214,10.10.1.10,53,udp,allow,321,0.544471,inside,outside,Inbound access permitted,152,169,10.10.1.10,10.10.10.39,udp,CCS-FW01
2025-09-08T00:35:11-0400,10.10.3.32,53550,10.10.1.10,53,udp,allow,658,6.704679,inside,outside,Inbound access permitted,165,493,10.10.1.10,10.10.3.32,udp,CCS-FW01
2025-09-08T00:35:24-0400,10.10.20.55,63807,10.10.1.10,88,tcp,allow,1460,6.450660,inside,outside,Inbound access permitted,743,717,10.10.1.10,10.10.20.55,tcp,CCS-FW01
2025-09-08T00:35:58-0400,10.10.10.78,54460,10.10.1.10,53,udp,allow,327,9.032051,inside,outside,Inbound access permitted,125,202,10.10.1.10,10.10.10.78,udp,CCS-FW01
2025-09-08T00:36:16-0400,10.10.10.106,51699,10.10.1.10,53,udp,allow,515,3.097053,inside,outside,Inbound access permitted,133,382,10.10.1.10,10.10.10.106,udp,CCS-FW01
2025-09-08T00:36:33-0400,162.158.0.0,7785,10.10.20.171,5432,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.171,162.158.0.0,tcp,CCS-FW01
2025-09-08T00:36:36-0400,10.10.20.24,52691,10.10.1.10,53,udp,allow,461,6.343651,inside,outside,Inbound access permitted,117,344,10.10.1.10,10.10.20.24,udp,CCS-FW01
2025-09-08T00:36:53-0400,10.10.10.69,55638,10.10.1.10,53,udp,allow,297,1.078259,inside,outside,Inbound access permitted,160,137,10.10.1.10,10.10.10.69,udp,CCS-FW01
2025-09-08T00:37:02-0400,10.10.20.54,49473,10.10.1.10,88,tcp,allow,1408,6.561751,inside,outside,Inbound access permitted,798,610,10.10.1.10,10.10.20.54,tcp,CCS-FW01
2025-09-08T00:37:13-0400,10.10.20.18,51521,10.10.1.10,53,udp,allow,373,5.934873,inside,outside,Inbound access permitted,118,255,10.10.1.10,10.10.20.18,udp,CCS-FW01
2025-09-08T00:37:24-0400,10.10.10.97,50668,10.10.1.10,53,udp,allow,394,7.383510,inside,outside,Inbound access permitted,52,342,10.10.1.10,10.10.10.97,udp,CCS-FW01
2025-09-08T00:37:42-0400,10.10.10.75,64425,10.10.1.10,53,udp,allow,502,6.572713,inside,outside,Inbound access permitted,84,418,10.10.1.10,10.10.10.75,udp,CCS-FW01
2025-09-08T00:38:20-0400,10.10.10.180,50443,10.10.1.10,53,udp,allow,357,4.242902,inside,outside,Inbound access permitted,146,211,10.10.1.10,10.10.10.180,udp,CCS-FW01
2025-09-08T00:38:40-0400,185.220.101.47,50808,10.10.2.221,445,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.221,185.220.101.47,tcp,CCS-FW01
2025-09-08T00:38:46-0400,10.10.10.154,62901,10.10.1.10,88,tcp,allow,1040,4.262375,inside,outside,Inbound access permitted,696,344,10.10.1.10,10.10.10.154,tcp,CCS-FW01
2025-09-08T00:39:16-0400,10.10.10.122,62827,10.10.1.10,88,tcp,allow,1037,0.434166,inside,outside,Inbound access permitted,516,521,10.10.1.10,10.10.10.122,tcp,CCS-FW01
2025-09-08T00:39:31-0400,45.142.212.101,22722,10.10.20.67,3306,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.67,45.142.212.101,tcp,CCS-FW01
2025-09-08T00:40:03-0400,10.10.10.87,64691,10.10.1.10,88,tcp,allow,976,1.553494,inside,outside,Inbound access permitted,606,370,10.10.1.10,10.10.10.87,tcp,CCS-FW01
2025-09-08T00:41:45-0400,10.10.10.36,63959,10.10.1.10,53,udp,allow,432,9.564692,inside,outside,Inbound access permitted,149,283,10.10.1.10,10.10.10.36,udp,CCS-FW01
2025-09-08T00:42:15-0400,10.10.10.122,62161,10.10.1.10,53,udp,allow,327,1.958502,inside,outside,Inbound access permitted,79,248,10.10.1.10,10.10.10.122,udp,CCS-FW01
2025-09-08T00:42:42-0400,10.10.20.51,54642,10.10.1.10,88,tcp,allow,1391,3.016776,inside,outside,Inbound access permitted,766,625,10.10.1.10,10.10.20.51,tcp,CCS-FW01
2025-09-08T00:44:33-0400,10.10.20.23,61608,10.10.1.10,88,tcp,allow,1144,4.077137,inside,outside,Inbound access permitted,776,368,10.10.1.10,10.10.20.23,tcp,CCS-FW01
2025-09-08T00:45:35-0400,185.199.108.0,57959,10.10.10.220,3306,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.10.220,185.199.108.0,tcp,CCS-FW01
2025-09-08T00:46:05-0400,10.10.10.38,56330,10.10.1.10,88,tcp,allow,1165,8.014670,inside,outside,Inbound access permitted,394,771,10.10.1.10,10.10.10.38,tcp,CCS-FW01
2025-09-08T00:47:23-0400,10.10.10.31,49364,10.10.1.10,53,udp,allow,332,8.907649,inside,outside,Inbound access permitted,65,267,10.10.1.10,10.10.10.31,udp,CCS-FW01
2025-09-08T00:47:46-0400,10.10.20.67,62496,10.10.1.10,53,udp,allow,237,5.332015,inside,outside,Inbound access permitted,99,138,10.10.1.10,10.10.20.67,udp,CCS-FW01
2025-09-08T00:48:07-0400,10.10.20.67,58971,10.10.1.10,88,tcp,allow,939,6.052214,inside,outside,Inbound access permitted,406,533,10.10.1.10,10.10.20.67,tcp,CCS-FW01
2025-09-08T00:48:16-0400,10.10.3.39,52131,10.10.1.10,53,udp,allow,227,2.178186,inside,outside,Inbound access permitted,89,138,10.10.1.10,10.10.3.39,udp,CCS-FW01
2025-09-08T00:48:48-0400,10.10.20.55,60856,10.10.1.10,53,udp,allow,242,8.063372,inside,outside,Inbound access permitted,117,125,10.10.1.10,10.10.20.55,udp,CCS-FW01
2025-09-08T00:48:57-0400,45.142.212.100,54737,10.10.2.202,139,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.202,45.142.212.100,tcp,CCS-FW01
2025-09-08T00:49:08-0400,91.108.56.0,53256,10.10.3.166,22,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.3.166,91.108.56.0,tcp,CCS-FW01
2025-09-08T00:49:51-0400,10.10.10.182,50093,10.10.1.10,53,udp,allow,315,2.748203,inside,outside,Inbound access permitted,200,115,10.10.1.10,10.10.10.182,udp,CCS-FW01
2025-09-08T00:49:55-0400,10.10.10.152,56693,10.10.1.10,53,udp,allow,334,1.045250,inside,outside,Inbound access permitted,54,280,10.10.1.10,10.10.10.152,udp,CCS-FW01
2025-09-08T00:50:18-0400,45.142.212.100,14570,10.10.2.25,3389,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.2.25,45.142.212.100,tcp,CCS-FW01
2025-09-08T00:51:10-0400,10.10.20.20,53131,10.10.1.10,53,udp,allow,372,8.383518,inside,outside,Inbound access permitted,93,279,10.10.1.10,10.10.20.20,udp,CCS-FW01
2025-09-08T00:51:16-0400,103.21.244.0,33103,10.10.3.7,445,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.3.7,103.21.244.0,tcp,CCS-FW01
2025-09-08T00:51:38-0400,10.10.10.178,52446,10.10.1.10,53,udp,allow,517,9.193512,inside,outside,Inbound access permitted,103,414,10.10.1.10,10.10.10.178,udp,CCS-FW01
2025-09-08T00:51:56-0400,10.10.20.49,58665,10.10.1.10,88,tcp,allow,1330,9.578813,inside,outside,Inbound access permitted,793,537,10.10.1.10,10.10.20.49,tcp,CCS-FW01
2025-09-08T00:52:36-0400,10.10.10.129,59967,10.10.1.10,53,udp,allow,247,1.138245,inside,outside,Inbound access permitted,81,166,10.10.1.10,10.10.10.129,udp,CCS-FW01
2025-09-08T00:52:53-0400,162.158.0.0,51741,10.10.20.31,5432,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.31,162.158.0.0,tcp,CCS-FW01
2025-09-08T00:53:07-0400,10.10.10.180,50599,10.10.1.10,53,udp,allow,283,7.421595,inside,outside,Inbound access permitted,99,184,10.10.1.10,10.10.10.180,udp,CCS-FW01
2025-09-08T00:53:13-0400,45.142.212.101,43192,10.10.20.160,1433,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.160,45.142.212.101,tcp,CCS-FW01
2025-09-08T00:53:59-0400,185.220.101.47,55030,10.10.20.4,5432,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.4,185.220.101.47,tcp,CCS-FW01
2025-09-08T00:54:04-0400,10.10.10.83,59578,10.10.1.10,53,udp,allow,464,9.496549,inside,outside,Inbound access permitted,178,286,10.10.1.10,10.10.10.83,udp,CCS-FW01
2025-09-08T00:54:49-0400,45.142.212.101,62264,10.10.1.62,3306,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.1.62,45.142.212.101,tcp,CCS-FW01
2025-09-08T00:55:08-0400,10.10.20.53,62531,10.10.1.10,53,udp,allow,409,8.054248,inside,outside,Inbound access permitted,145,264,10.10.1.10,10.10.20.53,udp,CCS-FW01
2025-09-08T00:55:48-0400,10.10.10.94,59486,10.10.1.10,53,udp,allow,573,8.904176,inside,outside,Inbound access permitted,129,444,10.10.1.10,10.10.10.94,udp,CCS-FW01
2025-09-08T00:55:48-0400,10.10.10.121,60975,10.10.1.10,53,udp,allow,287,4.824235,inside,outside,Inbound access permitted,103,184,10.10.1.10,10.10.10.121,udp,CCS-FW01
2025-09-08T00:57:10-0400,10.10.10.146,56540,10.10.1.10,53,udp,allow,550,8.553574,inside,outside,Inbound access permitted,110,440,10.10.1.10,10.10.10.146,udp,CCS-FW01
2025-09-08T00:57:38-0400,10.10.3.34,60805,10.10.1.10,53,udp,allow,426,5.444638,inside,outside,Inbound access permitted,134,292,10.10.1.10,10.10.3.34,udp,CCS-FW01
2025-09-08T00:58:34-0400,10.10.10.159,54894,10.10.1.10,53,udp,allow,460,8.877743,inside,outside,Inbound access permitted,155,305,10.10.1.10,10.10.10.159,udp,CCS-FW01
2025-09-08T00:58:54-0400,10.10.20.40,61608,10.10.1.10,53,udp,allow,408,6.177795,inside,outside,Inbound access permitted,184,224,10.10.1.10,10.10.20.40,udp,CCS-FW01
2025-09-08T00:58:59-0400,10.10.10.166,65085,10.10.1.10,88,tcp,allow,985,1.307269,inside,outside,Inbound access permitted,533,452,10.10.1.10,10.10.10.166,tcp,CCS-FW01
2025-09-08T00:59:09-0400,10.10.10.32,50380,10.10.1.10,53,udp,allow,579,0.237572,inside,outside,Inbound access permitted,160,419,10.10.1.10,10.10.10.32,udp,CCS-FW01
2025-09-08T00:59:33-0400,162.158.0.0,4726,10.10.20.172,3306,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.172,162.158.0.0,tcp,CCS-FW01
2025-09-08T01:00:08-0400,10.10.10.104,59124,10.10.1.10,53,udp,allow,532,8.875964,inside,outside,Inbound access permitted,79,453,10.10.1.10,10.10.10.104,udp,CCS-FW01
2025-09-08T01:00:13-0400,10.10.10.106,62366,10.10.1.10,88,tcp,allow,974,9.043417,inside,outside,Inbound access permitted,510,464,10.10.1.10,10.10.10.106,tcp,CCS-FW01
2025-09-08T01:00:28-0400,91.108.56.0,13671,10.10.20.159,23,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.159,91.108.56.0,tcp,CCS-FW01
2025-09-08T01:00:37-0400,185.199.108.0,47694,10.10.1.3,22,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.1.3,185.199.108.0,tcp,CCS-FW01
2025-09-08T01:00:45-0400,45.142.212.101,1763,10.10.3.93,23,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.3.93,45.142.212.101,tcp,CCS-FW01
2025-09-08T01:01:06-0400,10.10.20.34,49495,10.10.1.10,53,udp,allow,499,2.995482,inside,outside,Inbound access permitted,157,342,10.10.1.10,10.10.20.34,udp,CCS-FW01
2025-09-08T01:01:07-0400,185.220.101.47,27889,10.10.20.26,139,tcp,deny,0,0.000,outside,inside,Inbound access denied,0,0,10.10.20.26,185.220.101.47,tcp,CCS-FW01
